id,prop_type,player_name,matchup_home_team,matchup_away_team,sports_book,name,price,points,nba_api_player_id
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Monte Morris,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,134,3.5,1628420.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,105,3.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,-135,3.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,110,10.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,-143,10.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Bradley Beal,Minnesota Timberwolves,Washington Wizards,williamhill_us,Over,-119,3.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Bradley Beal,Minnesota Timberwolves,Washington Wizards,williamhill_us,Under,-115,3.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,williamhill_us,Over,-139,3.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,williamhill_us,Under,102,3.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,williamhill_us,Over,-113,7.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,williamhill_us,Under,-121,7.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Mike Conley,Minnesota Timberwolves,Washington Wizards,williamhill_us,Over,-131,2.5,201144.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Mike Conley,Minnesota Timberwolves,Washington Wizards,williamhill_us,Under,-104,2.5,201144.0
